//Type   Slot   Skill   Width   Height   HaveSerial   HaveOption   DropItem   Name                                 Level   DamageMin   DamageMax   AttackSpeed   Durability   MagicDurability   MagicDamageRate   ReqLevel   ReqStrength   ReqDexterity   ReqEnergy   ReqVitality   ReqLeadership   None   DW      DK      FE      MG      DL      SU      RF
0
171       4      0       2       2        1            1            0         "Apocalipse 2.0 Pants"               110     31        0              70           0          84            22             0           0             0               0      2       2       0       1       1       0       0
172       4      0       2       2        1            1            0         "Holly Pants"                         110     31        0              70           0          84            22             0           0             0               0      2       2       0       1       1       0       0
173       4      0       2       2        1            1            0         "Female Holly Pants"                  110     31        0              70           0          84            22             0           0             0               0      0       0       2       0       1       0       0
174       4      0       2       2        1            1            0         "Horus Pants"                        110     31        0              70           0          84            22             0           0             0               0      2       2       0       1       1       0       0
175       4      0       2       2        1            1            0         "Iris Pants"                         110     31        0              70           0          84            22             0           0             0               0      0       0       2       0       1       0       0
176       4      0       2       2        1            1            0         "Zeus Pants"                         110     31        0              70           0          84            22             0           0             0               0      2       2       0       1       1       0       0
177       4      0       2       2        1            1            0         "Armagedom Pants"                    110     31        0              70           0          84            22             0           0             0               0      2       2       0       1       1       0       0
178       4      0       2       2        1            1            0         "Blood Vampire Pants"                110     31        0              70           0          84            22             0           0             0               0      2       2       0       1       1       0       0
179       4      0       2       2        1            1            0         "Female Blood Vampire Pants"         110     31        0              70           0          84            22             0           0             0               0      0       0       2       0       1       0       0
180       4      0       2       2        1            1            0         "Halloween Pants"                    110     31        0              70           0          84            22             0           0             0               0      2       2       0       1       1       0       0
181       4      0       2       2        1            1            0         "Female Halloween Pants"             110     31        0              70           0          84            22             0           0             0               0      0       0       2       0       1       0       0
182       244      0       2       2        1            1            0         "Dark Pirate Pants"                  110     31        0              70           0          84            22             0           0             0               0      2       2       0       1       1       0       0
183       244      0       2       2        1            1            0         "Female Dark Pirate Pants"           110     31        0              70           0          84            22             0           0             0               0      0       0       2       0       1       0       0
184       244    0       2       2        1            1            0         "Rabbit Lunar Pants"                 110     31        0              70           0          84            22             0           0             0               0      2       2       0       1       1       0       0
185       244    0       2       2        1            1            0         "Rabbit Lunar Black Pants"           110     31        0              70           0          84            22             0           0             0               0      2       2       0       1       1       0       0
186       4      0       2       2        1            1            0         "Manticore Pants"                    110     31        0              70           0          84            22             0           0             0               0      2       2       0       1       1       0       0
187       4      0       2       2        1            1            0         "Female Manticore Pants"             110     31        0              70           0          84            22             0           0             0               0      0       0       2       0       1       0       0
188       4      0       2       2        1            1            0         "Steel 2.0 Pants"                    110     31        0              70           0          84            22             0           0             0               0      2       2       0       1       1       0       0
189       4      0       2       2        1            1            0         "Female Steel 2.0 Pants"             110     31        0              70           0          84            22             0           0             0               0      0       0       2       0       1       0       0
190       4      0       2       2        1            1            0         "Gift Christmas Pants"               110     31        0              70           0          84            22             0           0             0               0      2       2       0       1       1       0       0
191       4      0       2       2        1            1            0         "Female Gif Christmas Pants"         110     31        0              70           0          84            22             0           0             0               0      0       0       2       0       1       0       0
192       4      0       2       2        1            1            0         "Abbadon Pants"                      110     31        0              70           0          84            22             0           0             0               0      2       2       0       1       1       0       0
193       4      0       2       2        1            1            0         "Female Abbadon Pants"               110     31        0              70           0          84            22             0           0             0               0      0       0       2       0       1       0       0
194       4      0       2       2        1            1            0         "God 2.0 Pants"                      110     31        0              70           0          84            22             0           0             0               0      2       2       0       1       1       0       0
195       4      0       2       2        1            1            0         "Female God 2.0 Pants"               110     31        0              70           0          84            22             0           0             0               0      0       0       2       0       1       0       0
196       4      0       2       2        1            1            0         "Gold Pants"                         110     31        0              70           0          84            22             0           0             0               0      2       2       0       1       1       0       0
197       4      0       2       2        1            1            0         "Diamond Pants"                      110     31        0              70           0          84            22             0           0             0               0      2       2       0       1       1       0       0
198       4      0       2       2        1            1            0         "Ice Dragon Pants"                   110     31        0              70           0          84            22             0           0             0               0      2       2       0       1       1       0       0
199       4      0       2       2        1            1            0         "Necromancer Pants"                  110     31        0              70           0          84            22             0           0             0               0      2       2       0       1       1       0       0
200       4      0       2       2        1            1            0         "Female Necromancer Pants"           110     31        0              70           0          84            22             0           0             0               0      0       0       2       0       1       0       0
201       4      0       2       2        1            1            0        "Cold Pants"                          110     31        0              70           0          84            22             0           0             0               0      2       2       0       1       1       0       0
202       4      0       2       2        1            1            0         "Female Cold Pants"                  110     31        0              70           0          84            22             0           0             0               0      0       0       2       0       1       0       0
203       4      0       2       2        1            1            0        "Pants of Death 3.0 [RL]"             110     31        0              70           0          84            22             0           0             0               0      2       2       0       1       1       0       0
204       4      0       2       2        1            1            0         "Female Pants of Death 3.0 [RL]"     110     31        0              70           0          84            22             0           0             0               0      0       0       2       0       1       0       0
205       4      0       2       2        1            1            0         "Female Ice Dragon Pants"            110     31        0              70           0          84            22             0           0             0               0      0       0       2       0       1       0       0
206       244    0       2       2        1            1            0         "Femia Rabbit Lunar Pants"           110     31        0              70           0          84            22             0           0             0               0      0       0       2       0       1       0       0
207       244    0       2       2        1            1            0         "Femia Rabbit Lunar Black Pants"     110     31        0              70           0          84            22             0           0             0               0      0       0       2       0       1       0       0
208       4      0       2       2        1            1            0         "Holly Night Pants"                  110     31        0              70           0          84            22             0           0             0               0      2       2       0       1       1       0       0
209       4      0       2       2        1            1            0         "Female Holly Night Pants"           110     31        0              70           0          84            22             0           0             0               0      0       0       2       0       1       0       0
210       4      0       2       2        1            1            0         "Snow Black Pants"                   110     31        0              70           0          84            22             0           0             0               0      2       2       0       1       1       0       0
211       4      0       2       2        1            1            0         "Female Snow Black Pants"            110     31        0              70           0          84            22             0           0             0               0      0       0       2       0       1       0       0
212       4      0       2       2        1            1            0         "Female Dark Raven Pants"            110     31        0              70           0          84            22             0           0             0               0      0       0       2       0       1       0       0
213       4      0       2       2        1            1            0         "Frost Pants"                   	  110     31        0              70           0          84            22             0           0             0               0      2       2       0       1       1       0       0
214       4      0       2       2        1            1            0         "Female Frost Pants"            	  110     31        0              70           0          84            22             0           0             0               0      0       0       2       0       1       0       0
215       4      0       2       2        1            1            0         "Frost Black Pants"                 110     31        0              70           0          84            22             0           0             0               0      2       2       0       1       1       0       0
216       4      0       2       2        1            1            0         "Female Frost Black Pants"           110     31        0              70           0          84            22             0           0             0               0      0       0       2       0       1       0       0
217       4      0       2       2        1            1            0         "Tail Fox Pants"                 110     31        0              70           0          84            22             0           0             0               0      2       2       0       1       1       0       0
end

10
//Type   Slot   Skill   Width   Height   HaveSerial   HaveOption   DropItem   Name                                 Level   Defense   AttackSpeed   Durability   ReqLevel   ReqStrength   ReqDexterity   ReqEnergy   ReqVitality   ReqLeadership   None   DW      DK      FE      MG      DL      SU      RF
0        5      0       2       2        1            1            1          "Bronze Gloves"                      13      4         4             34           0          80            20             0           0             0               0      0       1       0       1       1       0       0
1        5      0       2       2        1            1            1          "Dragon Gloves"                      52      14        6             68           0          120           30             0           0             0               0      0       1       0       1       1       0       0
2        5      0       2       2        1            1            1          "Pad Gloves"                         3       2         0             28           0          20            0              0           0             0               0      1       0       0       1       1       0       0
3        5      0       2       2        1            1            1          "Legendary Gloves"                   44      11        0             42           0          20            0              0           0             0               0      1       0       0       1       1       0       0
4        5      0       2       2        1            1            1          "Bone Gloves"                        14      5         0             30           0          20            0              0           0             0               0      1       0       0       1       1       0       0
5        5      0       2       2        1            1            1          "Leather Gloves"                     4       2         8             30           0          80            0              0           0             0               0      0       1       0       1       1       0       0
6        5      0       2       2        1            1            1          "Scale Gloves"                       22      7         10            40           0          110           0              0           0             0               0      0       1       0       1       1       0       0
7        5      0       2       2        1            1            1          "Sphinx Gloves"                      28      8         0             36           0          20            0              0           0             0               0      1       0       0       1       1       0       0
8        5      0       2       2        1            1            1          "Brass Gloves"                       32      9         8             44           0          100           30             0           0             0               0      0       1       0       1       1       0       0
9        5      0       2       2        1            1            1          "Plate Gloves"                       42      12        4             50           0          130           0              0           0             0               0      0       1       0       1       1       0       0
10       5      0       2       2        1            1            1          "Vine Gloves"                        4       2         4             22           0          30            60             0           0             0               0      0       0       1       0       1       0       0
11       5      0       2       2        1            1            1          "Silk Gloves"                        14      4         8             26           0          30            70             0           0             0               0      0       0       1       0       1       0       0
12       5      0       2       2        1            1            1          "Wind Gloves"                        26      6         10            32           0          30            80             0           0             0               0      0       0       1       0       1       0       0
13       5      0       2       2        1            1            1          "Spirit Gloves"                      38      9         4             38           0          40            80             0           0             0               0      0       0       1       0       1       0       0
14       5      0       2       2        1            1            1          "Guardian Gloves"                    50      15        6             45           0          40            80             0           0             0               0      0       0       1       0       1       0       0
15       5      0       2       2        1            1            1          "Unicorn Gloves"                     70      20        6             80           0          150           70             0           0             0               0      0       0       0       1       1       0       0
16       5      0       2       2        1            1            1          "Black Dragon Gloves"                76      22        6             74           0          170           60             0           0             0               0      0       1       0       0       1       0       0
17       5      0       2       2        1            1            1          "Dark Phoenix Gloves"                86      37        6             80           0          205           63             0           0             0               0      0       2       0       0       1       0       0
18       5      0       2       2        1            1            1         "Grand Soul Gloves"                  70      20        5             67           0          49            10             0           0             0               0      2       0       0       0       1       0       0
19       5      0       2       2        1            1            1          "Divine Gloves"                      72      29        6             74           0          50            110            0           0             0               0      0       0       2       0       1       0       0
20       5      0       2       2        1            1            1          "Thunder Hawk Gloves"                88      34        7             82           0          150           70             0           0             0               0      0       0       0       1       1       0       0
21       5      0       2       2        1            1            1          "Flaming Phoenix Gloves"             94      48        6             86           0          200           58             0           0             0               0      0       2       0       0       1       0       0
22       5      0       2       2        1            1            1          "Dark Soul Gloves"                   87      30        6             75           0          55            18             0           0             0               0      2       0       0       0       1       0       0
23       5      0       2       2        1            1            1          "Hurricane Gloves"                   102     45        7             90           0          162           66             0           0             0               0      0       0       0       1       1       0       0
24       5      0       2       2        1            1            1          "Nature Gloves"                      84      38        6             80           0          52            115            0           0             0               0      0       0       2       0       1       0       0
25       5      0       2       2        1            1            1          "Embroined Gloves"                   42      12        7             42           0          70            20             0           0             0               0      0       2       0       0       1       0       0
26       5      0       2       2        1            1            0          "Adamantine Gloves"                  57      18        6             56           0          77            21             0           0             0               0      2       0       0       0       1       0       0
27       5      0       2       2        1            1            0          "Dark Steel Gloves"                  75      21        5             70           0          84            22             0           0             0               0      0       2       0       0       1       0       0
28       5      0       2       2        1            1            0          "Dark Master Gloves"                 89      29        4             78           0          80            21             0           0             0               0      2       0       0       0       1       0       0
100       5      0       2       2        1            1            0         "Especial 01 Gloves"                 110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
101       5      0       2       2        1            1            0         "Especial 02 Gloves"                 110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
102       5      0       2       2        1            1            0         "Especial 03 Gloves"                 110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
103       5      0       2       2        1            1            0         "Especial 04 Gloves"                 110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
104       5      0       2       2        1            1            0         "Especial 05 Gloves"                 110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
105       5      0       2       2        1            1            0         "Fenrir Gloves"                      110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
106       5      0       2       2        1            1            0         "Dark Knight V2 Gloves"              110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
107       5      0       2       2        1            1            0         "Venom Mist V2 Gloves"               110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
108       5      0       2       2        1            1            0         "Especial 06 Gloves"                 110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
109       5      0       2       2        1            1            0         "Especial 07 Gloves"                 110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
110       5      0       2       2        1            1            0         "Especial 08 Gloves"                 110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
111       5      0       2       2        1            1            0         "Especial 01x Gloves"                110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
112       5      0       2       2        1            1            0         "Especial 02x Gloves"                110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
113       5      0       2       2        1            1            0         "Especial 03x Gloves"                110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
114       5      0       2       2        1            1            0         "Afrodite Gloves"                    110      21        5             70           0          84            22             0           0             0              0      0       0       2       0       1       0       0
115       5      0       2       2        1            1            0         "Apolo Gloves"                       110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
116       5      0       2       2        1            1            0         "Ares Gloves"                        110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
117       5      0       2       2        1            1            0         "Artemis Gloves"                     110      21        5             70           0          84            22             0           0             0              0      0       0       2       0       1       0       0
118       5      0       2       2        1            1            0         "Christmas [Fem] Gloves"             110      21        5             70           0          84            22             0           0             0              0      0       0       2       0       1       0       0
119       5      0       2       2        1            1            0         "Christmas [Masc] Gloves"            110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
120       5      0       2       2        1            1            0         "Christmas Black Gloves"             110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
121       5      0       2       2        1            1            0         "Chronus Gloves"                     110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
122       5      0       2       2        1            1            0         "Dark Phoenix Black Gloves"          110      21        5             70           0          84            22             0           0             0              0      0       2       0       0       1       0       0
123       5      0       2       2        1            1            0         "Death [Fem] Gloves"                 110      21        5             70           0          84            22             0           0             0              0      0       0       2       0       1       0       0
124       5      0       2       2        1            1            0         "Death Gloves"                       110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
125       5      0       2       2        1            1            0         "Dionisio Gloves"                    110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
126       5      0       2       2        1            1            0         "Eros Gloves"                        110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
127       5      0       2       2        1            1            0         "Flaming Phoenix Black Gloves"       110      21        5             70           0          84            22             0           0             0              0      0       2       0       0       1       0       0
128       5      0       2       2        1            1            0         "Fly Gloves"                         110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
129       5      0       2       2        1            1            0         "GO Gloves"                          110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
130       5      0       2       2        1            1            0         "God Gloves"                         110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
131       5      0       2       2        1            1            0         "Guardian Black Gloves"              110      21        5             70           0          84            22             0           0             0              0      0       0       2       0       1       0       0
132       5      0       2       2        1            1            0         "Hades Gloves"                       110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
133       5      0       2       2        1            1            0         "Hermes Gloves"                      110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
134       5      0       2       2        1            1            0         "Hestia Gloves"                      110      21        5             70           0          84            22             0           0             0              0      0       0       2       0       1       0       0
135       5      0       2       2        1            1            0         "Illusion 01 Gloves"                 110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
136       5      0       2       2        1            1            0         "Illusion 02 Gloves"                 110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
137       5      0       2       2        1            1            0         "Legendary Black Gloves"             110      21        5             70           0          84            22             0           0             0              0      2       0       0       0       1       0       0
138       5      0       2       2        1            1            0         "Love [Fem] Gloves"                  110      21        5             70           0          84            22             0           0             0              0      0       0       2       0       1       0       0
139       5      0       2       2        1            1            0         "Love Gloves"                        110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
140       5      0       2       2        1            1            0         "Love 2.0 [Fem] Gloves"              110      21        5             70           0          84            22             0           0             0              0      0       0       2       0       1       0       0
141       5      0       2       2        1            1            0         "Love 2.0 Gloves"                    110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
142       5      0       2       2        1            1            0         "Majestyc Gloves"                    110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
143       5      0       2       2        1            1            0         "New [Fem] Gloves"                   110      21        5             70           0          84            22             0           0             0              0      0       0       2       0       1       0       0
144       5      0       2       2        1            1            0         "New Gloves"                         110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
145       5      0       2       2        1            1            0         "Poseidon Gloves"                    110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
146       5      0       2       2        1            1            0         "Santa [Fem] Gloves"                 110      21        5             70           0          84            22             0           0             0              0      0       0       2       0       1       0       0
147       5      0       2       2        1            1            0         "Santa Gloves"                       110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
148       5      0       2       2        1            1            0         "Scale Black Gloves"                 110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
149       5      0       2       2        1            1            0         "xMas Gloves"                        110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
150       5      0       2       2        1            1            0         "Steel Gloves"                       110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
151       5      0       2       2        1            1            0         "Unicorn Black Gloves"               110      21        5             70           0          84            22             0           0             0              0      0       0       0       1       1       0       0
152       5      0       2       2        1            1            0         "Style Gloves"                       110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
153       5      0       2       2        1            1            0         "War Gloves"                         110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
154       5      0       2       2        1            1            0         "Warlock Gloves"                     110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
155       5      0       2       2        1            1            0         "Witch Gloves"                       110      21        5             70           0          84            22             0           0             0              0      0       0       2       0       1       0       0
156       5      0       2       2        1            1            0         "Scale v2 Gloves"                    110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
157       5      0       2       2        1            1            0         "Dragon Black Gloves"                110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
158       5      0       2       2        1            1            0         "Especial 01 Black Gloves"           110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
159       5      0       2       2        1            1            0         "Angel Gloves"                       110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
160       5      0       2       2        1            1            0         "of Cup Gloves"                      110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
161       5      0       2       2        1            1            0         "Ghost Gloves"                       110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
162       5      0       2       2        1            1            0         "Rudolph Gloves"                     110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
163       5      0       2       2        1            1            0         "War 2.0 Gloves"                     110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
164       5      0       2       2        1            1            0         "Female War 2.0 Gloves"              110      21        5             70           0          84            22             0           0             0              0      0       0       2       0       1       0       0
165       5      0       2       2        1            1            0         "Dark Raven Gloves"                  110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
166       5      0       2       2        1            1            0         "Light Hawk Gloves"                  110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
167       5      0       2       2        1            1            0         "Female Light Hawk Gloves"           110      21        5             70           0          84            22             0           0             0              0      0       0       2       0       1       0       0
168       5      0       2       2        1            1            0         "Snow Gloves"                        110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
169       5      0       2       2        1            1            0         "Female Snow Gloves"                 110      21        5             70           0          84            22             0           0             0              0      0       0       2       0       1       0       0
170       5      0       2       2        1            1            0         "Majestick 2.0 Gloves"               110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
171       5      0       2       2        1            1            0         "Apocalipse 2.0 Gloves"              110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
172       5      0       2       2        1            1            0         "Holly Gloves"                        110      21        5             70           0          84            22             0           0             0              0      2       2       0       1       1       0       0
173       5      0       2       2        1            1            0         "Female Holly Gloves"                 110      21        5             70           0          84            22             0           0             0              0      0       0       2       0       1       0       0
